desc,likesCount,commentCount,viewCount,support
"mr. vice presiden, ‘i’m speaking’ #bidenharris2020 #fyp #equality #lgbtqmom #blm #byedon",43200,1947,112000,1
#fypシ #fyp #gayhusbandsoftiktok #gayfamilly #dumptrump2020 #biden2020 #bidenharris2020 #turmp2020 @johnathanshumate1,43100,1140,170700,1
#womenfortrump #republicangirl #conservativegirl #trump2020 #trumptrain #republican #kag #trumptrain2020,2917,64,8621,0
#duet with @shot.of.whisky #getinformed #dontlistentofakenews #trumptrain2020 #votered #wakeupthesheep #maga🇺🇸🇺🇸🇺🇸🇺🇸,2908,81,10000,0
👀 #dumptrump2020 #nevertrump #settleforbiden #meme #bidenharris2020 #politics,43000,950,172900,1
ive relistened to it so many times bahaha #thriftshop #fyp #lesbian #lgbtqplus #bidenharris2020,43000,88,172600,1
#greenscreen #trumpsquad2020 #republicanconservative #trumptrain2020 #liberalismisamentaldisorder,2901,161,12800,0
your rights? girl bye . anywhore #biden2020 #dumptrump #bidenharris2020,42900,772,148500,1
trump in vegas #blm #antifa #sleepyjoebiden #trump #trump2020 #trumptrain #trumptrain2020 #usa #red #redpill #republican #conservative #republicanwome,2897,76,17200,0
#bidenharris2020 #boston #gotv,42900,0,283800,1
trump 2020 #donaldtrump #trumptrain2020 #maga #kag #murica #2ndadmendment #foryourpage #billofrights #trump2020,2894,196,16800,0
#nursesfortrump #trumptrain #trumptrain2020 #trump2020,2886,128,21600,0
"and that’s on american history, folks.  #shotsfired #dumptrump #bluewave #blm #blacklivesmatter #bidenharris2020 #biden2020 #voteblue #comedy",42800,1044,158000,1
#1 karen of united states #savannahguthrie #karen #trumpsquad2020 #republicanconservative #trumptrain2020 #conservative #maga,2886,434,37700,0
don’t blame him but he is president. #trump2020 #joebiden2020 #donaldtrump #bidenharris2020 #biden2020 #dumptrump2020,42800,2898,891200,1
#maga #ivanka #trumptrain2020,2881,0,121800,0
nyc before 6 months and after #biden #elections #nyc #newyork #blm #bidenharris2020 #biden2020 #trump #trump2020 #blacklivesmatter #fyp #xyzbca #xy,42700,245,215600,1
biden harris 2020! 💙💙💙#foryou #fyp #4u #bidenharris2020 #kamalaharris #joebiden,42600,514,398500,1
"regardless of who wins, let's find the truth! #voterfraudalert #trump2020 #trumptrain2020 #trump #notoveryet #biden2020 #biden #fyp #4youpage",2876,309,16400,0
#duet with @_andrewlee #trump2020 #trumptrain2020 #asiansfortrump #alllivesmatter #backtheblue,2876,570,17800,0
#foryoupage #biden2020 #politics #presidents #democrat #dumptrump2020 #bidenharris2020 #joebiden #instagram  #viral,42500,881,218300,1
new york city goin red #trump2020🇺🇸 #makeamericagreatagain #trumptrain2020 #statenisland #newyorkfortrump #brooklynfortrump #sleepyjoe,2875,116,12300,0
how did i do?? #gilmoregirls #rorygilmore #lorelaigilmore #lukedanes #fall #bidenharris2020  #trump2020 #vote #election2020,42400,667,298900,1
ridin’ with biden in nc #charlotte #northcarolina #vanlife #bidenharris2020 #vote #fyp #foryoupage #bluewave #voteblue #bidenforpresident #election,42400,2396,215600,1
we redid it the correct way......not sorry about my trump flag❤️🤍💙 #maga #fyp #foryou #keepamericagreat #trumptrain2020,2869,66,71100,0
where’s your money going? #union #bye #misrepresentation #trump2020 #trumptrain2020 #fyp #maga,2865,531,16700,0
i cannot believe someone actually wrote this bahahahah #barrontrump #trumpisaloser #electionresults #bidenharris2020,42400,600,168000,1
#trumpsquad2020 #trump2020 #trumptrain #trumpsnotracist #trumptrain2020 #trump #doctor #jesus #millitary #hero,2866,34,15300,0
time to vote out the giant baby #greenscreen #dumptrump #unwrapthedeals #homeoffice #biden2020 #bidenharris2020 #election #election2020,42300,670,221400,1
#trumpsquad2020 #trumptrain2020 #bidenbitesthedust #foryoupage #stopcryingstartvibing #fyp,2856,0,11600,0
#stitch with @thewendyweather  #bidenharris2020 #wewintogether #blm #votehimout #votebidenharris #fyp #foryoupage,42200,126,205300,1
#trump #trump2020 #trumpsquad2020 #trumptrain2020 #biden #biden2020 #bidensniffskids #country #rednec,2836,60,13100,0
tik tok for life! 😝#biden2020 #bidenharris2020 #dumptrump #foryoupage #fyp,42100,2965,1500000,1
🌈😊😭😅💙 #wearamask #saveamerica #bidenharris2020 #blm #animation #politicalcartoons #fyp #wedidit #lovetrumpshate,42000,1411,104800,1
we can’t have a dog running a country! #trump2020 #trumpsquad2020 #trumprally #trumptrain #trumptrain2020,2830,74,17900,0
#biden2020 #bidenharris2020 #comedy,42000,2779,576400,1
comment your choice ;) be careful my followers like to tell liberals what’s what 😘🇺🇸 #trump2020 #republicanhypehouse #trumptrain2020,2829,1100,12700,0
no we actually cannot agree to disagree on this 🤨#ineednewfriends #liberalsonly #election ##bidenharris2020 #dumptrump2020,42000,2980,463600,1
#trump2020 #patriot #forupage #makeamericagreatagain #trumptrain2020 #trumptrain #countryboy #countrylife,2824,71,13500,0
he forgot again🤦‍♀️🤦‍♀️🤦‍♀️ #fracking #presidentialdebates2020 #alllivesmater #trumppence2020 #prolife4ever #trumptrain2020,2822,358,44600,0
you got played. #biden2020 #liberals #voteblue #bidenharris #votejoe #maga #trump #bidenharris2020 #trump2020 #democrats #joebiden #trumpsquad2020,41900,1995,438000,1
say no to mail in ballots! #nomailinballots #trump2020 #veteransfortrump #trumptrain2020 #whatsupdocchallenge #pokemongo #letsfaceit,2823,340,19700,0
#greenscreenvideo she’s such a queen i love her!!!! #kamalaharris #vicepresident #maga #bidenharris2020 #affirmations #debate #fyp #parati,41900,558,472600,1
thanks for 6k #trending #trump2020 #donaldtrump #trumptrain #votetrump #trumptrain2020 #trumptrainsucks #lovetrumpshate #trump #liberal #lovetrump,2814,36,16100,0
president obama spitting straight fire 😂 #obama #biden2020 #bidenharris2020 #joyreid #covid19 #imissyou #fyp,41800,429,187100,1
#trumpsquad2020 #conservativehypehouse #trump #fypシ #trumptrain2020 #trumptrain2020 #maga #teamtrump2020 #,2810,103,13200,0
til’ death do us maga #bidenharris2020 #dumptrump #fyp #biden2020,41700,1506,220500,1
happy hanukkah my dudes!!! 2021 is on joe biden!!! #election2020 #joebiden2020 #kamala #bidenharris2020 #hanukkah,41700,201,177100,1
#trumpsnotracist #votefortrump #trumptrain #trumpsquad2020 #trump #trumptrain2020 #trump2020 #keepamericagreat #trump2020train,2809,234,15600,0
#greenscreenvideo this man is not sane. #littletinyfish #dumptrump #bidenharris2020 #voteblue,41500,1160,277600,1
#treasonousdemocrats #donaldtrump2020 #foryourpage #fyp #trumptrain2020 #rodrosenstein #senatehearing #donaldtrump #jimjordan,2807,93,37300,0
#portland #friendship #friends #onbreak #boggle #mindboggling #usa #trump #trump2020 #trumptrain #trumptrain2020 #godislove #jesussaves #jesus #god,2805,176,12000,0
#greenscreen #biden #bidenharris2020 #biden2020 #neonshadow #myhobby #redbulldanceyourstyle,41400,201,188600,1
#fyp #trump2020 #momsover40 #boymom #soccermom #trumptrain2020 #adoption #trumplandslide2020 #nancypelosi #nancypelosiisadisgrace #supremecourtpick,2796,287,17100,0
sign war update part 2. please vote! vote blue! #bidenharris2020 #voteblue #signwars #stephanienotkaren,41300,832,308800,1
#trumpforthewin #trumptrain #trumptrain2020 #trumpsquad2020 #biden2020 #hidenfrombiden,2794,355,14300,0
the new vice president everybody☺️ #biden2020 #bidenharris2020 #kamalaharris,41200,1007,230500,1
#maga#kag#trumpsquad2020#fy#fyp#silentmajority#trumptrain2020,2787,656,7595,0
#moodflip #bidenharris2020 #fyp #alltheway #novemberslam,41200,11900,343400,1
you didn’t see that coming.. 😂#biden #biden2020 #votehimout #nevertrump #joebiden #election #votejoe #election2020 #elections #bidenharris2020 #vote,41000,1075,226800,1
#trump #trump2020 #trumpsquad2020 #trumptrain #trumptrain2020,2786,418,36500,0
reply to @.hoeseok #greenscreen #trumptrain #republicangirl #maga #trump #conservativegirl #womenfortrump #trumptrain2020 #republican #conservative,2782,293,12300,0
let’s get these two in office tomorrow!! #vote #bidenharris2020 #biden2020 #kamalaharris #joebiden,40800,2320,202400,1
north ga #trump  #trump2020  #trumptrain2020  #fyp,2779,129,12800,0
huh. #bidenharris2020 #biden2020 #dumptrump #trump2020 #politics #vote #democrat #liberal #voteblue #fyp,40800,0,994600,1
#duet with @aly_nicolee1126 #trumptrain2020 #mega2020,2772,84,13700,0
#greenscreen #obama #trumpisms #biden #vote2020 #dijon #fistbump #democratichypehouse #conservativehypehouse #magaag #maga #bidenharris2020,40800,669,198900,1
we need to #wip #kennithcopeland #democrathypehouse #liberalhypehouse #bidenharris2020 #biden46 #trumpisms #fdt #fdt20 #fdtrump #byedon,40800,991,246600,1
thanks for 7k #trending #trump2020 #donaldtrump #trumptrain #votetrump #trumptrain2020 #trumptrainsucks #lovetrumpshate #trump #liberal #lovetrump,2773,58,14400,0
"as an ally, i had to make it clear. i recognize my privilege and i will always fight for equality. #bidenharris2020 #dowhatisright #privilegecheck",40700,1851,283700,1
"ha ah ha,okeyy 👌🏻 #foryou #trump2020 #comedy #fyp #trump #trumptrain2020 #hillary #joebiden2020 #foryouppage #like",2748,39,11500,0
#pop #quiz #challenge #dab #gangnamstyle #vote #biden2020 #bidenharris2020 #bluewave,40500,845,371100,1
#trump #trump2020 #trumpisyourpresident #trumptrain2020 #trumptrain #draintheswamp #drainthedeepstate #usa #trumprally #trumprally2020 #cummins,2743,395,56300,0
#duet with @anthonykal #presidenttrump2020 #trumptrain2020 #trump #trump2020 #biden2020 #hunterbiden #goverment,2732,161,15300,0
#wtf #pandemic #covid #covid19 #coronavirus #lies #vote #voteblue #voteblue2020 #votebiden #votebiden2020 #biden2020 #bidenharris2020,40400,1003,153100,1
no no no no #fyp #girl #girlwhat #politics #left #liberal #democrat #libleft #politicalcompass #voteblue #votebiden #biden2020 #bidenharris2020,40200,797,179000,1
this is unbelievable. honestly. #trump2020 #maga #kag #trumptrain2020,2721,140,15100,0
fight the￼ corrupt governors and give us our rights back! #republican #democrat #fyp #unitedwestand #conservative #michigan #trumptrain2020 #maga,2718,63,29300,0
i’m sorry guys i’m just so happy. i could cry at any given moment 🤪 #trumpgotdumped #biden2020 #bidenharris2020 #usa #america,40100,1948,427600,1
i really don’t like talking about tom 😂#greenscreen #election2020 #bidenharris2020,40100,703,159900,1
"featuring ol blue knocker, black, and the 12v!! #trumptrain2020 #olblueknocker #7tree #hydrachip #horsepower",2712,6,24300,0
proud to live in squirrel hill! #pittsburgh #bidenharris2020 #thisisamerica #unitedwedance #pennsylvania,39900,757,183800,1
#trump2020 #votetrump2020 #trumptrain2020 #blackrepublican,2706,10,10800,0
#trumptrain2020 #trump2020train #trump #trumpsnotracist #votefortrump #trumpsquad2020 #trump2020 #america #trumptrain #keepamericagreat,2703,87,8081,0
#bidenharris2020 baby!!!!!!,39600,478,200400,1
vote for biden = a vote for class #fyp #biden2020 #bidenharris2020 #dumptrump #left #liberal #democrat #campaign #emails #guilttripping,39600,484,97200,1
#trumptrain2020 #allabord,2699,258,11500,0
#greenscreensticker #greenscreen hes so cute i cant #bidenharris2020 #fyp,39500,680,171600,1
operation warp speed. accelerating the trials. #obamagate #donaldtrump #trump2020 #qanon #maga #vote2020 #joebiden #trumptrain2020,2697,160,31700,0
"#stitch with @conservativecuties whose mad, i’m not mad , your mad perdoid!!! #dammitdennis #chaotichyena #fanedit #biden2020 #bidenharris2020",39500,490,201500,1
#keeptexasred #trump2020 #trumptrain2020 #saynotosocialism,2695,138,29100,0
￼#vote #bidenharris2020 #votehimout #joebiden ￼#kamalaharris ￼#votetiktok #donaldtrump #proudboys,39500,2049,148600,1
#coronavirus #nancypelosi #toofunny #womenfortrump #trumptrain2020 #trump2020 #trump2020maga #maga #fypage #allaboardthetrumptrain,2696,67,22400,0
byeeeee #biden2020 #bidenharris2020 #fyp #govote,39400,382,158100,1
#duet with @typical_democrat #greenscreen #legendarychallenge i just can’t with these liberals #trumptrain2020 #trump2020 #xyzbca #trump #savetiktok,2689,99,16700,0
heart of gold......#trumptrain2020 #trump2020 #foryou #foryou #fyp #trump,2688,209,29600,0
i can’t stop sobbing #bidenharris2020 #election2020 #brooklyn #victory #blue #fyp,39300,297,275700,1
#maga #makeamericagreatagain #trumpsquad2020 #trumptrain2020 #trump2020 #godblessamerica2020 #bidenlyin #biden2020 #fraud2020,2668,548,20600,0
#blm #lgbt. #loveislove #blm #biden2020 #bidenharris2020 #biden #lgbtq #blm #fyp #viral,39100,4320,138000,1
#biden #trump #michaelmyers #hallo #bidenharris2020 #trumpsquad2020 #trump2020,39000,871,435300,1
reply to @heatherthelibrariangoth #trump2020 #trumpsquad2020 #trumptrain2020,2666,136,20200,0
way to go n.c. #nc #northcarolinacheck #trump2020 #ncisred #election2020 #trumptrain #trumptrain2020,2664,139,25700,0
"i did predict him testing positive, so let’s see if this happens too #dumptrump #biden2020 #bidenharris2020 #trump2020",38800,259,343800,1
#greenscreen #trump2020 #magicmoment #fyp #silentmajority #trumptrain2020 #draintheswamp,2665,81,11700,0
michelle wolf.. how did you know?! #trumpissobroke #voteblue #votetiktok #voteblue2020 #biden2020 #bidenharris2020 #fyp #nyt #newyorktimes,38800,433,347300,1
#fypシ #fyp #trump #trump2020 #trumptrain2020 #trumptrain,2662,135,27000,0
red state shenanigans with my bff are my favorite! @valerie07177 #tennessee  #blmmovement #westandwithyou #voteblue2020 #bidenharris2020 #bff,38800,737,142100,1
if the dems want a war by god we'll give em one#trump2020🇺🇸 #maga #trumptrain2020 #trump,2649,266,15600,0
✨ biggest glowup of 2020 ✨ #election2020 #presidentialelection2020 #blue #blue2020 #vote #bidenharris2020,38800,684,146500,1
not this. 🤣 #cnn #alanismorssette #ironic @alanis #bidenharris2020,38700,436,252400,1
my dancing is great #police #policereform #policebrutally #unitedstates #blacklivesmatter #blm #black #trumptrain #trump2020 #trumptrain2020 #4you,2642,104,17500,0
just another gas station in ca 🤣 #biden #biden2020 #bidencoalition #dumptrump #fyp #4u #bidenharris2020 #xyzbca,38700,2918,263900,1
#trump2020 #conservativehypehouse #trumptrain2020 #fyp,2635,110,13000,0
so proud! and thank #staceyabrams ! who knew u lost so we all could win💙 #blackqueens #biden2020 #bidenharris2020 #blackwomen #democrats #election,38500,827,155200,1
#treasonousdemocrats #rodrosenstein #senatehearing #donaldtrump2020 #trumptrain2020 #donaldtrump2020 #trump #hawkins #fyp #foryourpage,2634,57,20600,0
#duet with @viccflairdrip you don’t even know how proud this made me! 🇺🇸 #voteblue #savetheusa #bidenharris2020 #realpatriots #foryou #fyp,38500,2411,162500,1
#fyp #trump2020 #donaldtrump #mega #trumptrain2020 #blm #blacklivesmatter #elections2020 #firefighter #biden2020 #votered #antifa #momsoftiktok,2628,130,17400,0
"trump 2020, bakersfield @randyking69 #trumptrain2020 #bakersfield #america",2630,107,93500,0
you good? 🥺 #usa#america#american#biden2020#kamala#bidenharris2020#dumptrump#votehimout#maga#donaldtrump#trump#trump2020#voteblue#vote#votetiktok#yes,38400,411,231900,1
#trump #trump2020 #trumptrain2020 #trumpismypresident #pelosi #nancypelosi    this one was fun to do!  hope u enjoy. ❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,2625,122,20800,0
bidenharris2020 #saynotoracism #enoughisenough #blacklivesmatter #fyp #foryou #letsgovotetrumpout #bidenharris2020,38200,4874,256700,1
i never miss. #amyconeybarrett #handmaidstale #supremecourtjustice #reproductiverights #biden2020 #bidenharris2020 #rbg #votehimout #voteblue,38200,243,199400,1
#alllivesmatter #trump2020 #trumpsquad2020 #trumptrain2020 #fyp #fypシ #blm,2622,574,41500,0
this is why we need to abolish the electoral college (this is of 12am 11/5 from ap) #bidenharris2020 #voteblue #redstates,38100,615,157600,1
#maga #kag #oklahoma_rhec #trump2020 #trumptrain2020 #fupag #foryoupage #fyp #fypシ #snoozzzapalooza #rainforestfacts #makesomeonesmile #4y #foru #fory,2622,253,11000,0
#healthheroes #coronavirus #vote #bidenharris2020 #bluewave #2020 @wow_itsnikky @finnythebunny @gelato_candy,38100,1583,245000,1
never forget #september11th #911 #america #mentalhealthmatters #usa #maga #donaldtrump #trumptrain2020,2619,26,14300,0
#biden #biden2020 #obama #trump #bidenharris2020,38100,1456,349400,1
at school...#republican #maga #fyp #politics #xyzbca #trumptrain2020 #prolife #progun #election #viral #foryou #facts #republicanhypehouse,2620,107,8722,0
clandestine liberals fight back #bidenharris2020 #liberalsoftiktok,38100,3143,438300,1
#trump2020 #trumpsquad2020 #trump #trumptrain2020 #barrackobama #hillaryclinton #sleepjoebiden #michelleobama #gop #dnc  #godblessamerica #igy6,2616,76,33800,0
#trump2020 #trumpsquad2020 #trumptrain2020 #epsteinisland #kayleighmcenany #blm #biden2020 #trump #blexit #walkaway #lexit,2616,166,19600,0
"pull through joe, we need ya 💙 #biden #biden2020 #bidenharris2020",38000,1836,388900,1
thanks for 5k #trending #trump2020 #donaldtrump #trumptrain #votetrump #trumptrain2020 #trumptrainsucks #lovetrumpshate #trump #liberal #lovetrump,2616,105,27800,0
#bidenharris2020 #bidenharris #biden #president #fyp,38000,1231,196000,1
it eez whut it eez #altrocktober #trumptrain2020 #trump2020 #dumpbiden #fu #fyp,2613,41,10700,0
omg watch to the end. 😳🤣#greenscreen #kamala #kamalaharris #kamalaforvp #election #election2020 #electionday #electionday2020 #bidenharris2020 #fyp,37900,1382,338900,1
“how do you plan on earning the hispanic vote?” ♡ #kamalaharris #fyp #vote #pumpkinseason #rosegoldfacebrush #politics #bidenharris2020,37900,870,213300,1
#trump2020 #trumpsquad2020 #trumptrain2020 #nohate,2610,157,19500,0
#duet with @6.9idi_cowboy.307  #blm #lgbtq #biden2020 #bidenharris2020 #dumptrump2020 #dumptrump #save2020 #trumpisaclown,37900,829,174300,1
#trump2020 #backtheblue #bluelivesmatter #trumptrain2020 #alm #takendownfornoreason,2609,290,12700,0
celebrating herstory!!!! #bidenharris2020 @siennamae @jacubgomez @micaeladrewgomezz @cjudegomez @siennamaesmom,37900,261,353600,1
that time i met the president #trump2020 #trumpsquad2020 #trumptrain2020 #healthcareheroes #conservative #fyp #foxnewschannel #republican #1stlady,2606,71,14200,0
#bidenharris2020 #trumptrain2020 #trumppence2020 #trumpisms #bideninanursinghome,2602,66,31000,0
as a registered independent i believe in voting for the best candidate not the ‘best’ party. i support spreading love not hate #bidenharris2020,37800,243,171000,1
"#fyp #foryou #foryoupage #trump2020 #trumptrain2020 #trumppence #politics 1 vote for trump in november,is another hope for the future of the usa🇺🇸",2603,97,24000,0
😡lying again😡 #vote #wearamask #settleforbiden #dumptrump #saveamerica #trump #maga #fyp #bidenharris2020,37800,645,121600,1
#fyp #alltheway #bidenharris2020 #trump2020 #checkthisdemout #letthemwatch #alltheway #mochodemocrat #sofresh #americathebeauriful,37800,6577,280400,1
#greenscreensticker #fyp #ftb #trumpsquad2020 #trump2020 #trump2020 #trumptrain2020 #bidensniffskids #godbless,2600,84,19100,0
kayleigh mcenany is a savage 🔥 #gaysfortrump #trump2020 #trumptrain #trumptrain2020 #trumpsquad2020 #trumpsnotracist #trump #bidensniffskids,2595,137,12200,0
😗#greenscreen #biden #trump #election2020 #govote #bidenharris2020 #trumpsquad2020,37600,2590,214000,1
he won omggg #biden2020 #joebiden #bidenharris2020,37600,567,186300,1
tiktok poll results in!##lyingmedia #rigged #2020 #trumpwon #riggedelections #stolenelection #trumptrain2020 #poll #trump2020 #duet #trumptrain #joebi,2594,292,25100,0
#detroit #michigan #fyp #wegotthis #respect #vote #politics #news #voteblue #fyp #8645 #fdt #bidenharris2020 #funny #truth #poc #community #bluewave,37600,334,168600,1
trump2020 #trump2020 #votered #redwave #redtsunami #trumpsquad2020 #trumptrain2020 #trumptrain #fyp #conservative #ohno #election2020 #election #debat,2590,239,39900,0
#dramaticreading#bidenharris2020#bidenharris#biden2020#biden#dumptrump#trump#trumptrain#sorelosers#conservative#liberal#republican#democrat,37500,1057,232600,1
#trumptrain2020 #trump2020 #trumpbyalandslide,2580,321,51100,0
don’t let this flop lol#trump #trump2020 #trumptrain #trumptrain2020 #liberalssuck #america #godblessamerica #maga @andrewjames607,2578,20,13200,0
the amazon guy caught me celebrating the election. #bidenharris2020 #fdt #redbulldanceyourstyle #amazoncodes,37500,305,397300,1
#duet with @1.made.in.usa #womenfortrump #republican #foryoupage #patriots #fyp #conservative #conservative #trumptrain2020 #conservative ##trumpsquad,2567,325,31900,0
#2020election #dumptrump2020 #bidenharris2020,37500,1169,137900,1
reply to @rl._.icyy anyone else sick of the tears?? #byedin #byebyebiden #trumpsquad2020 #trumptrain2020 #snowflakes #peaceout #foryourmomspage,2566,351,8467,0
she has lost her grandmother and godmother to covid-19. her family is sick and not doing well. we need to #vote. #votebiden2020 #bidenharris2020,37500,0,416700,1
#bidenharris2020 #trumppence2020 #maga #keepamericagreat #4moreyears #fyp #foryou #democrat #republican #liberitarian,37400,1623,167700,1
#whatspoppin #throwbacksongs #quickrecipes #fyp #foryoupage #trumptrain2020 #trump2020,2555,54,17700,0
hold the line trump2020🇺🇸🇺🇸 #trump2020 #trumpsquad2020 #trumptrain2020 #holdtheline #maga,2553,261,24400,0
they know we rlly all simpin over young joe joe #motivationmonday #ohio #foryourpage #biden2020 #foryou #bidenharris2020 #notforyou #fyp,37400,575,136900,1
what a glorious morning #fyp #biden2020 #votehimout #fdt #bidenharris2020 #blm,37400,317,184200,1
#snakesiren#credits @jen_in_tn@melalove39@mikehawkthe3rd @usa_2020_45@miraclearms#trumptrain2020#bidenstealingvotes#stealingvotes#biden2020#heresawar,2553,265,9028,0
"now is the time to get this big, orange, lying moron out of office. #trump #biden2020 #lies #doctor #covid19 #covid #bidenharris2020",37300,3289,362200,1
#tiktokers #trump2020 #standwithtrump #trumptrain2020 #donaldtrump #trumpnation #4youpage 🇺🇸🇺🇸🇺🇸🇺🇸,2554,90,13100,0
you cant compare reactions to lifetimes of racial injustice to reactions to losing an election. sorry u lost but no. #biden2020 #bidenharris2020 #blm,37200,1364,191100,1
#trumptrain #trump2020 #trumptrain2020 #maga #republican,2545,212,18300,0
just had to clarify￼ #donaldtrump #trumptrain2020 #maga #kag #murica #2ndadmendment #foryourpage #billofrights #trump2020,2536,106,8928,0
grumpy trumpies got their safespace violated and now they want censorship? #parlerapp #45against45 #bidenharris2020 #trumplost #parler #fyp ￼,37200,757,187700,1
#duet with @legendaryfamily #trump2020 #trumptrain #womenfortrump #trumptrain2020 #govote #conservative #republican #fyp #foryoupage #biden,2531,114,22000,0
#duet with @fladems okay joe #biden2020 #bidenharris2020 #settleforbiden #voteblue #dumptrump #votebluenomatterwho,37200,222,486100,1
whoops #trumptrain2020 #maga #kag #murica #2ndadmendment #billofrights #foryourpage #trump2020 #fakeimpeachment #donaldtrump #xyzba,2535,62,11900,0
#biden2020 #harris2020 #kamala #joebiden2020 #bidenharris2020 #bidenharris2020tosaveamerica #bidenharris2020🇺🇸🇺🇸🇺🇸 #biden2020💙 ❤️🌈🌈🙏🎉,37100,644,359300,1
this is awesome!!! #usa #america #healthy #trumptrain #trumptrain2020 #presidenttrump #greenscreen #welovetrump #healthy #trump2020 #foryoupage #foryo,2532,158,19600,0
we did it!!! #bidenharris2020,37000,141,204100,1
#trumpsquad2020 #trumptrain2020 #maga #fypシ #funnytrumpmemes #republicanhypehouse #teamtrump2020 #trump #,2531,107,13600,0
incoming ❄️ ❄️❄️ #dumptrump2020 #politics #biden2020 #bidenharris2020,36900,834,90500,1
#greenscreensticker #fyp #ftb #trumpsquad2020 #trump2020 #trump2020 #trumptrain2020 #bidensniffskids,2529,98,17700,0
it's almost as if.... #mailin #mailinnbamlots #earlyvoting #presidentialelection #biden #bidenharris #joebiden #bidenharris2020,36900,243,183100,1
#duet with @nottherealtraceydelaney #bidenharris2020 #friendsoverpolitics #turntexasblue   #imwithher #makeamericaexoticagain,36900,222,320400,1
who’s ur baby #selenanetflix #trumptrain #remdreamcheck #trump2020 #trumptrain2020,2529,364,53700,0
#greenscreen #beautynation #trump2020 #biden2020 #trumptrain2020 #phrog #bearweek #fyp #maga #republicangirls #republican,2525,108,15900,0
🌈it’s a good day💙 #kamala #joe #wearamask #saveamerica #bidenharris2020 #blm #animation #politicalcartoons #fyp,36800,781,128900,1
#duet with @hahn_speaks_facts #realtalkreallife #staystrong #trumptrain2020 #kag👊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🙏,2521,162,9493,0
#biden2020 #khive #bidenharris2020 #kamalaharris #joebiden2020 #democrat #dumptrump #joe2020 #vote #biden #harris #dnc #biden2020,36800,1195,343900,1
trump 2020 #fyp #foryou #trump #trump2020 #donaldtrump #votetrump #fyp #trumpforpresident #trumptrain2020 #trending #donaldjtrump #trumpsquad,2516,74,30100,0
like yes boo go off 🤪🦋 #positions #november2020 #bidenharris2020 @mvkdre27 @officialamorphous,36700,293,175100,1
#greenscreen  i love how petty he is #fyp #dumptrump #bidenharris2020 #biden2021,36600,177,530900,1
#trump2020 #countryboys#trumptrain2020 #youhavemyheart #isupportlawenforcement #ibacktheblue #thankyoupolice,2500,78,13200,0
"#duet with @seanbeck21 #trump,#maga,#trumptrain2020",2496,87,9253,0
#shuthefuckupdonny #thebiglebowski #dumptrump #bidenharris2020 #presidentialdebate2020 #presidentialdebate2020,36500,473,457200,1
#bidenharris2020 #trumptrainderailed #dumptrump #letshealtogether #trump2020nomore,36400,3466,173000,1
facts by ben never gets old. #butterglosspop #liberal #trump2020 #buildthewalll #trumptrain2020 #trump #donaldtrump,2496,40,35500,0
pt. 10 f**k trump 🇺🇸 he ain’t lying #redbulldanceyourstyle #fyp #presidentialdebate2020 #bidenharris2020,36400,1803,323100,1
#republicanhypehouse #conservativehypehouse #trumptrain2020 #keepamericagreat #kag #trumpismypresident #trump2020,2494,73,11200,0
who y’all think is gonna win #fyp #foryou #vicepresidentialdebate #vp #vicepresident #kamala #bidenharris2020 #trumppence #debate,36300,1064,166000,1
the #trumptrain is yuge... come join the winning team #trump2020 #trump #liberty #2020election #america #fyp #vote2020 #trumptrain2020,2486,67,11600,0
#duet with @.redpill #votered #trumptrain2020 #maga #kag👊🇺🇸🇺🇸🇺🇸🇺🇸,2485,99,8985,0
trumpets mad😌 #dumptrump #biden2020 #bidenharris2020 #fucktrump #trumplost #biden,36100,2169,80100,1
#weekendvibes #fyp #letsdothis #foryoupage #usa #trump2020 #trumptrain #trumptrain2020 #fuckjoebiden#igy6 #maga #oldglory,2483,304,7569,0
#duet with @tiktok_wolv #gettinmyfatbitchon #obamavstrump #bidenharris2020 #bluewave #trumpisanidiot,36100,1422,456100,1
trump runs while kamala laughs. #kamala #kamalaharris #trump #donaldtrump #biden #joebiden #bidenharris2020 #election #election2020 #vote,36000,248,176700,1
reply to @kris10trippy #trumptrain2020 #liberaltears #pissingliberalsoff i just want to let everyone know i do not post on videos that i don’t agree w,2481,324,12500,0
#greenscreen #greenscreenvideo trump train ￼parade in the 941 🇺🇸🇺🇸 #trump #florida #941 #fyp #girls #4moreyears #trumptrain2020,2479,52,15500,0
#duet with @jasmiagani beautiful look! follow me🔥❤️🔥 #barbie #duet #hairstyles #fyp #fanedit #bidenharris2020 #foryou #tutorial #howto,36000,37,415400,1
murica! 🇺🇸 #dumptrump #biden2020 #bidenharris2020,35900,246,218400,1
#trump2020 #foryou #foryoupage #fyp #trumptrain2020 #alabama,2476,154,50100,0
#stitch with @katiebritt4eva mike pence is gonna love y’all #bidenharris2020 #lgbt #lgbtrights #vibewithus,35800,288,148200,1
only 2 #donaldtrump #trumptrain2020 #maga #kag #murica #2ndadmendment #billofrights #foryourpage #trump2020,2476,60,11000,0
this outcome isn’t off the table. #biden2020 #bidenharris2020 #trump2020 #fallfashion,35800,795,257600,1
when they say trump did nothing for black people.       #trump2020 #foryou #maga #trumptrain2020 #viral #trumpets,2470,240,14100,0
